Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AMC,BA,CRWD,CVNA,DIS,DJT,FISV,GME,INTC,LULU,META,MSTR,NVDA,PLTR,PLUG,PTON,SMCI,TGT,TSLA,TTD,AMC,BA,CRWD,CVNA,DIS,DJT,FISV,GME,INTC,LULU,META,MSTR,NVDA,PLTR,PLUG,PTON,SMCI,TGT,TSLA,TTD,AMC,BA,CRWD,CVNA,DIS,DJT,FISV,GME,INTC,LULU,META,MSTR,NVDA,PLTR,PLUG,PTON,SMCI,TGT,TSLA,TTD,AMC,BA,CRWD,CVNA,DIS,DJT,FISV,GME,INTC,LULU,META,MSTR,NVDA,PLTR,PLUG,PTON,SMCI,TGT,TSLA,TTD,AMC,BA,CRWD,CVNA,DIS,DJT,FISV,GME,INTC,LULU,META,MSTR,NVDA,PLTR,PLUG,PTON,SMCI,TGT,TSLA,TTD,AMC,BA,CRWD,CVNA,DIS,DJT,FISV,GME,INTC,LULU,META,MSTR,NVDA,PLTR,PLUG,PTON,SMCI,TGT,TSLA,TTD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,265.20001220703125,207.86000061035156,198.3300018310547,239.6300048828125,153.15330505371094,51.70000076293945,107.62000274658203,38.209999084472656,49.35047912597656,387.55999755859375,336.19158935546875,55.82600021362305,30.062767028808594,18.530000686645508,28.790000915527344,35.20000076293945,4.561999797821045,204.65711975097656,399.9266662597656,90.11000061035156,265.20001220703125,207.86000061035156,198.3300018310547,239.6300048828125,156.75999450683594,51.70000076293945,107.62000274658203,38.209999084472656,53.209999084472656,387.55999755859375,338.5400085449219,55.82600021362305,30.121000289916992,18.530000686645508,28.790000915527344,35.20000076293945,4.561999797821045,231.9499969482422,399.9266662597656,90.11000061035156,281.29998779296875,210.5500030517578,205.5749969482422,239.63999938964844,157.55999755859375,52.68000030517578,107.8499984741211,39.845001220703125,53.22999954223633,394.489990234375,341.0799865722656,56.132999420166016,30.711000442504883,18.569000244140625,29.270000457763672,36.2599983215332,4.561999797821045,232.27999877929688,400.3566589355469,93.26000213623047,264.20001220703125,203.33999633789062,193.50999450683594,228.99000549316406,155.36000061035156,51.349998474121094,103.52999877929688,37.3025016784668,51.599998474121094,380.6099853515625,337.19000244140625,54.29999923706055,29.78499984741211,17.860000610351562,27.979999542236328,34.720001220703125,4.420000076293945,228.75999450683594,378.67999267578125,88.2300033569336,274.20001220703125,204.0,205.0,234.3800048828125,155.8300018310547,51.400001525878906,103.86000061035156,37.307498931884766,51.650001525878906,392.20001220703125,338.29998779296875,55.06100082397461,29.815000534057617,18.360000610351562,28.959999084472656,36.08000183105469,4.460999965667725,231.07000732421875,382.5833435058594,92.66000366210938,2674090,9060200,5311600,1045500,10222800,1029200,4911800.0,5654800,33857600,1321900,14537900,3458000,391547000,34283600,13410100,12761400,2522000,3018000,103931400,3735200
2022-01-04,254.89999389648438,213.6300048828125,189.19000244140625,220.94000244140625,152.1470184326172,52.22999954223633,109.0,37.227500915527344,49.285560607910156,380.82000732421875,334.195556640625,55.106998443603516,29.233375549316406,18.170000076293945,28.149999618530273,33.81999969482422,4.714000225067139,206.6159210205078,383.1966552734375,85.36000061035156,254.89999389648438,213.6300048828125,189.19000244140625,220.94000244140625,155.72999572753906,52.22999954223633,109.0,37.227500915527344,53.13999938964844,380.82000732421875,336.5299987792969,55.106998443603516,29.290000915527344,18.170000076293945,28.149999618530273,33.81999969482422,4.714000225067139,234.1699981689453,383.1966552734375,85.36000061035156,266.70001220703125,214.55999755859375,197.44500732421875,240.5850067138672,160.32000732421875,52.70000076293945,110.23999786376953,38.247501373291016,53.939998626708984,389.7099914550781,343.0899963378906,57.625999450683594,30.468000411987305,18.84000015258789,29.219999313354492,35.25,4.752999782562256,235.63999938964844,402.6666564941406,90.8499984741211,246.39999389648438,209.77999877929688,183.32000732421875,209.15499877929688,155.5500030517578,51.20000076293945,107.29000091552734,35.76250076293945,52.650001525878906,376.010009765625,331.8699951171875,53.50199890136719,28.349000930786133,17.790000915527344,27.15999984741211,32.391998291015625,4.650000095367432,231.57000732421875,374.3500061035156,81.66999816894531,266.70001220703125,211.3000030517578,195.88999938964844,238.3000030517578,158.58999633789062,52.0,107.31999969482422,38.04249954223633,53.56999969482422,387.239990234375,339.95001220703125,56.01499938964844,30.277000427246094,18.610000610351562,29.1299991607666,35.0,4.669000148773193,232.00999450683594,396.51666259765625,89.9800033569336,3334790,11414600,6503400,2627200,16582000,1127900,5520400.0,7339600,45681400,1199600,15998000,3947000,527154000,39643200,15773000,21842300,3054000,3327600,100248300,7467000
2022-01-05,227.5,213.07000732421875,179.2899932861328,198.0,151.61944580078125,50.369998931884766,108.36000061035156,32.342498779296875,49.962608337402344,362.4800109863281,321.9212951660156,50.90999984741211,27.550634384155273,16.959999084472656,26.270000457763672,32.22999954223633,4.535999774932861,201.93072509765625,362.7066650390625,79.63999938964844,227.5,213.07000732421875,179.2899932861328,198.0,155.19000244140625,50.369998931884766,108.36000061035156,32.342498779296875,53.869998931884766,362.4800109863281,324.1700134277344,50.90999984741211,27.604000091552734,16.959999084472656,26.270000457763672,32.22999954223633,4.535999774932861,228.86000061035156,362.7066650390625,79.63999938964844,253.0,218.92999267578125,191.36000061035156,218.19000244140625,159.3800048828125,52.099998474121094,110.5999984741211,37.212501525878906,56.16999816894531,381.1600036621094,335.760009765625,55.250999450683594,29.416000366210938,18.56800079345703,28.3799991607666,34.599998474121094,4.798999786376953,236.3300018310547,390.11334228515625,84.4800033569336,223.60000610351562,211.80999755859375,178.99000549316406,197.49000549316406,155.10000610351562,50.0099983215332,108.27999877929688,32.287498474121094,53.83000183105469,362.2099914550781,323.8399963378906,50.749000549316406,27.533000946044922,16.8700008392334,26.200000762939453,32.0,4.519999980926514,228.77000427246094,360.336669921875,78.25,251.6999969482422,216.63999938964844,185.0,217.69000244140625,156.52000427246094,52.0,109.16000366210938,37.09749984741211,54.189998626708984,381.1600036621094,333.0199890136719,54.17599868774414,28.948999404907227,18.030000686645508,28.299999237060547,33.119998931884766,4.73799991607666,234.80999755859375,382.2166748046875,83.5199966430664,4517210,11564700,5003400,2962600,12272100,1149100,3762300.0,13585600,59109300,1543600,20564500,5470000,498064000,58445900,19086800,15467400,2963000,3885800,80119800,6571000
2022-01-06,224.60000610351562,211.33999633789062,187.49000549316406,191.3800048828125,153.29010009765625,60.27000045776367,109.13999938964844,32.75749969482422,50.09245681762695,368.7699890136719,330.1537780761719,49.86199951171875,28.123519897460938,16.739999771118164,25.219999313354492,33.86000061035156,4.510000228881836,204.12774658203125,354.8999938964844,76.93000030517578,224.60000610351562,211.33999633789062,187.49000549316406,191.3800048828125,156.89999389648438,60.27000045776367,109.13999938964844,32.75749969482422,54.0099983215332,368.7699890136719,332.4599914550781,49.86199951171875,28.17799949645996,16.739999771118164,25.219999313354492,33.86000061035156,4.510000228881836,231.35000610351562,354.8999938964844,76.93000030517578,237.6999969482422,216.0,192.1699981689453,202.69000244140625,157.77000427246094,61.849998474121094,109.87000274658203,34.42499923706055,54.66999816894531,371.4200134277344,339.1700134277344,50.849998474121094,28.437999725341797,17.18000030517578,26.579999923706055,34.66999816894531,4.609000205993652,232.66000366210938,362.6666564941406,81.0,208.0,207.86000061035156,176.25,184.3800048828125,153.67999267578125,45.20199966430664,107.63999938964844,30.28499984741211,53.41999816894531,355.67999267578125,322.7200012207031,47.78200149536133,27.065000534057617,16.05500030517578,24.75,31.510000228881836,4.493000030517578,222.74000549316406,340.1666564941406,75.69999694824219,229.60000610351562,214.63999938964844,180.25,196.6300048828125,156.24000549316406,50.47999954223633,108.16000366210938,33.209999084472656,54.61000061035156,358.92999267578125,322.82000732421875,50.0,27.639999389648438,16.8700008392334,25.940000534057617,32.25,4.540999889373779,222.74000549316406,359.0,78.0,5911270,7142200,6368600,4489200,11095300,10941700,2621500.0,24206000,35757900,1660200,27962800,4845000,454186000,49737100,21825300,18061300,1548000,4193200,90336600,5358300
2022-01-07,229.89999389648438,215.5,188.99000549316406,184.7100067138672,154.19869995117188,53.97999954223633,108.83000183105469,35.154998779296875,49.56379699707031,355.2099914550781,329.4884338378906,48.29499816894531,27.194318771362305,16.559999465942383,24.959999084472656,35.58000183105469,4.4079999923706055,203.62478637695312,342.32000732421875,78.94000244140625,229.89999389648438,215.5,188.99000549316406,184.7100067138672,157.8300018310547,53.97999954223633,108.83000183105469,35.154998779296875,53.439998626708984,355.2099914550781,331.7900085449219,48.29499816894531,27.246999740600586,16.559999465942383,24.959999084472656,35.58000183105469,4.4079999923706055,230.77999877929688,342.32000732421875,78.94000244140625,243.0,218.32000732421875,193.27000427246094,195.97999572753906,159.3000030517578,57.86000061035156,109.9800033569336,40.07749938964844,54.38999938964844,366.989990234375,337.0,50.0,28.422000885009766,17.329999923706055,26.239999771118164,36.0099983215332,4.541999816894531,233.1999969482422,360.30999755859375,82.4000015258789,224.39999389648438,212.3800048828125,184.80999755859375,184.5800018310547,156.2899932861328,53.5,107.83000183105469,33.125,53.150001525878906,354.32000732421875,328.8800048828125,47.12099838256836,27.05699920654297,16.475000381469727,24.760000228881836,33.029998779296875,4.40500020980835,229.10000610351562,336.6666564941406,77.41999816894531,236.10000610351562,212.97999572753906,185.0,188.72999572753906,156.89999389648438,56.290000915527344,108.68000030517578,39.942501068115234,54.189998626708984,366.0400085449219,332.739990234375,49.09000015258789,28.141000747680664,16.700000762939453,25.350000381469727,33.54999923706055,4.510000228881836,230.17999267578125,360.1233215332031,78.0,4948100,9526400,3531900,3044500,9554600,6245000,2687100.0,48549200,30717200,2212200,14722000,4258000,409939000,37989300,13168900,17078400,1360000,3052900,84164700,6380000
2022-01-10,227.8000030517578,209.30999755859375,192.5,183.44000244140625,152.9970245361328,55.90999984741211,107.75,32.787498474121094,51.205421447753906,348.42999267578125,325.79425048828125,48.19499969482422,27.347026824951172,16.5,24.75,34.369998931884766,4.418000221252441,200.66017150878906,352.7066650390625,81.0,227.8000030517578,209.30999755859375,192.5,183.44000244140625,156.60000610351562,55.90999984741211,107.75,32.787498474121094,55.209999084472656,348.42999267578125,328.07000732421875,48.19499969482422,27.399999618530273,16.5,24.75,34.369998931884766,4.418000221252441,227.4199981689453,352.7066650390625,81.0,228.6999969482422,215.27999877929688,193.17999267578125,183.75999450683594,158.27000427246094,60.150001525878906,108.7699966430664,33.92250061035156,55.310001373291016,349.5799865722656,328.3399963378906,48.22600173950195,27.4689998626709,16.56999969482422,24.780000686645508,35.099998474121094,4.420000076293945,228.63999938964844,353.0333251953125,81.27999877929688,212.5,207.1300048828125,174.8699951171875,171.80999755859375,154.64999389648438,51.06999969482422,104.41000366210938,30.0,53.310001373291016,323.5,315.42999267578125,44.82500076293945,25.643999099731445,15.350000381469727,23.459999084472656,32.22999954223633,4.26800012588501,223.02000427246094,326.6666564941406,73.80000305175781,224.1999969482422,214.25999450683594,182.61000061035156,180.0,157.97999572753906,53.5,108.08999633789062,33.747501373291016,53.970001220703125,329.95001220703125,325.30999755859375,46.36899948120117,26.58099937438965,16.190000534057617,24.350000381469727,34.70000076293945,4.388000011444092,228.52999877929688,333.3333435058594,75.51000213623047,3778400,8229000,7052000,4592700,8672900,7807500,3677200.0,22048000,49260800,4235900,24942400,5597000,594681000,77649400,24159100,17111700,1695000,4858100,91815000,7083200
2022-01-11,227.89999389648438,216.02000427246094,196.11000061035156,186.1999969482422,154.25732421875,63.79999923706055,109.47000122070312,32.57500076293945,51.854644775390625,346.75,332.0505065917969,50.65599822998047,27.763219833374023,16.889999389648438,25.100000381469727,36.560001373291016,4.491000175476074,200.77488708496094,354.79998779296875,84.87999725341797,227.89999389648438,216.02000427246094,196.11000061035156,186.1999969482422,157.88999938964844,63.79999923706055,109.47000122070312,32.57500076293945,55.90999984741211,346.75,334.3699951171875,50.65599822998047,27.816999435424805,16.889999389648438,25.100000381469727,36.560001373291016,4.491000175476074,227.5500030517578,354.79998779296875,84.87999725341797,237.5,217.02999877929688,198.5,193.22999572753906,158.22000122070312,66.19000244140625,109.54000091552734,34.20000076293945,56.08000183105469,347.489990234375,334.6300048828125,51.30799865722656,28.065000534057617,17.25,25.68000030517578,37.68000030517578,4.510000228881836,228.7100067138672,358.6166687011719,85.8499984741211,220.89999389648438,208.41000366210938,188.74000549316406,178.5,155.9499969482422,55.029998779296875,106.37999725341797,31.84749984741211,54.72999954223633,337.04998779296875,325.2799987792969,47.41699981689453,26.839000701904297,16.31999969482422,24.40999984741211,34.04999923706055,4.383999824523926,224.0,346.2733459472656,78.75,224.0,209.0,189.61000061035156,179.44000244140625,156.6199951171875,56.45000076293945,107.61000061035156,32.525001525878906,55.5,345.80999755859375,326.7799987792969,48.22999954223633,27.322999954223633,16.399999618530273,24.860000610351562,34.27000045776367,4.400000095367432,228.08999633789062,351.22332763671875,80.34100341796875,3606380,8098400,3663100,2333600,8042600,15790500,2709300.0,10332400,39795200,1703100,16226800,4742000,404089000,47442600,13936300,16197400,2053000,3048900,66063300,6040000
2022-01-12,227.1999969482422,217.4499969482422,187.97000122070312,177.52999877929688,154.16940307617188,71.26000213623047,108.5,32.01499938964844,51.696983337402344,352.7200012207031,330.9482116699219,51.4640007019043,27.944868087768555,16.719999313354492,24.649999618530273,34.4900016784668,4.484000205993652,198.05728149414062,368.739990234375,82.38999938964844,227.1999969482422,217.4499969482422,187.97000122070312,177.52999877929688,157.8000030517578,71.26000213623047,108.5,32.01499938964844,55.7400016784668,352.7200012207031,333.260009765625,51.4640007019043,27.999000549316406,16.719999313354492,24.649999618530273,34.4900016784668,4.484000205993652,224.47000122070312,368.739990234375,82.38999938964844,233.60000610351562,221.24000549316406,200.67999267578125,186.0,158.99000549316406,71.80999755859375,109.3499984741211,32.83000183105469,56.279998779296875,354.44000244140625,336.3699951171875,52.99800109863281,28.594999313354492,17.459999084472656,26.020000457763672,37.08000183105469,4.5370001792907715,230.13999938964844,371.61334228515625,87.68000030517578,220.5,216.3000030517578,185.6999969482422,173.28500366210938,156.3300018310547,62.130001068115234,107.05000305175781,31.612499237060547,54.810001373291016,345.4800109863281,330.0299987792969,51.071998596191406,27.607999801635742,16.399999618530273,24.450000762939453,34.470001220703125,4.436999797821045,224.10000610351562,357.5299987792969,81.8010025024414,228.60000610351562,217.08999633789062,196.61000061035156,184.75999450683594,158.5,64.0999984741211,107.9800033569336,32.5,56.13999938964844,348.8599853515625,335.17999267578125,52.400001525878906,28.066999435424805,17.15999984741211,25.84000015258789,36.34000015258789,4.533999919891357,228.19000244140625,359.6166687011719,85.5199966430664,2747210,9134500,6002800,4508100,6995600,16691000,3396100.0,6298000,29136800,1461600,14104900,3623000,383413000,39784200,16259900,12830800,1861000,4233300,83739000,3478500
